Check NPs,Check V,raw_order,condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Target,Continuation,Target.Freq,Target.Prob,Nresponses,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
-,-,367,1,short.high,2,4,92,short,high,g,25,a,The parent,saw,which,child,the,lifeguard,,had,rescued,at the pool.,7,0.233333333,30,saved,saved,rescued,saved,saved,rescued,saved,rescued,saved,saved,saved,saved,rescued,rescued,saved,rescued.,warned,saved,saved,saved,saved,saved,saved,rescued,saved,saved,saved,rescued,saved,saved,#REF!,#REF!
-,-,368,2,short.low,2,3,92,short,low,b,25,b,The parent,saw,which,lifeguard,the,child,,had,rescued,at the pool.,0,0,30,been saved by,called,called,been saved by,seen,been saved by,been saved by,been rescued by,disrespected,said saved her.,mentioned,waved to.,favored,swam with.,pointed to,troubled,been rescued by,been afraid of,admired,saved,been saved by,disliked,splashed,followed,seen on the beach,called to,a crush on,helped,run to,talked to,#REF!,#REF!
-,-,365,3,long.high,2,1,92,long,high,g,25,a,The parent,saw,which,child,the,lifeguard,in red shorts,had,rescued,at the pool.,4,0.129032258,31,rescued,rescued,rescued,rescued,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,saved,#REF!
-,-,366,4,long.low,2,2,92,long,low,b,25,b,The parent,saw,which,lifeguard,the,child,in red shorts,had,rescued,at the pool.,0,0,31,accosted,annoyed,been rescued by,been rescued by,been rescued by,been rescued by,been rescued by,been saved by,been saved by,been saved by,been saved by,been saved by,been watching,flagged down,followed around,harrassed,held onto,made upset,noticed,received lessons from,rescued,saved,saved,saved,saved,seen,stolen,swam,talked to,thanked,watched,#REF!
-,-,371,1,short.high,3,2,93,short,high,g,31,a,The investigator,discovered,which,couple,the,abductor,,had,kidnapped,during their vacation.,2,0.066666667,30,kidnapped,targeted,chosen,hunted,abducted,targeted,taken,blackmailed,taken,deceived,targeted,taken,taken,captured,conned,kidnapped.,stalked,taken,targeted,taken,attacked,hurt,recognized,victimized,captured,kidnapped,stolen,taken,wronged,given tickets to,#REF!,#REF!
-,-,372,2,short.low,3,1,93,short,low,b,31,b,The investigator,discovered,which,abductor,the,couple,,had,kidnapped,during their vacation.,0,0,30,thought took their daughter,paid,identified,been kidnapped by,identified,been kidnapped by,chosen from the lineup,been kidnaped by,described,picked out of the line-up.,encountered,identified.,encountered,hidden from.,paid,encountered,been friends with,encountered ,served breakfast to yesterday morning,known,been caught by,feared,correctly identified,identified,remembered,identified,seen,seen,hired,recieved a note from,#REF!,#REF!
-,-,369,3,long.high,3,3,93,long,high,g,31,a,The investigator,discovered,which,couple,the,abductor,with blonde hair,had,kidnapped,during their vacation.,11,0.35483871,31,abducted,abducted,abducted,abducted,adbucted,assaulted,assaulted,chosen,escaped,followed,kidnapped,kidnapped,kidnapped,kidnapped,kidnapped,kidnapped,kidnapped,kidnapped,kidnapped,kidnapped,kidnapped,kidnapped the child from,killed,stolen a baby from,taken,taken,taken,targeted,targeted,targeted,targetted,#REF!
-,-,370,4,long.low,3,4,93,long,low,b,31,b,The investigator,discovered,which,abductor,the,couple,with blonde hair,had,kidnapped,during their vacation.,0,0,31,a run-in with,accused,accused,avoided,been abducted by,been attacked by,been kidnapped by,been kidnapped by,been taken hostage by,been victimized by,captured,done with them,escaped,escaped,fled,hired,hired,identified ,killed,mentioned,paid off,recognized,seen,seen,seen,seen,seen,shot,spotted,taken,thwarted,#REF!
-,-,375,1,short.high,4,3,94,short,high,g,32,a,The jail keeper,forgot,which,guard,the,prisoner,,had,attacked,with his left arm.,7,0.233333333,30,attacked,attacked,beaten,thanked,attacked,robbed,bribed,been served food by,attacked,fooled,attacked,spoken to,shanked,stabbed,attacked,escaped,tied up,shouted at,assaulted,yelled at,been abused by,befriended,been afraid of,issues with,assaulted ,fought with,attacked,hit,discussed,accused,#REF!,#REF!
-,-,376,2,short.low,4,4,94,short,low,b,32,b,The jail keeper,forgot,which,prisoner,the,guard,,had,attacked,with his left arm.,0,0,30,wanted locked in solitary confinement,isolated,reprimanded,released,fed,beaten,escorted,on a suicide watch,abused,punished,taken,escorted,let escape,beaten,made trustee,hit,beaten,locked up,let go,assaulted,captured,kicked,locked up,helped escape,warned him of,to watch over,fed,key,Punched,said was a troublemaker,#REF!,#REF!
-,-,373,3,long.high,4,2,94,long,high,g,32,a,The jail keeper,forgot,which,guard,the,prisoner,in the cafeteria,had,attacked,with his left arm.,4,0.129032258,31,assaulted,attacked,attacked,attacked,attacked,beaten,been assigned to,been escorted by,befriended,befriended,evaded,fought,fought with,hit,let out for exercise,problems with,punched,punched,punched,pushed,seen,stabbed,stabbed,stabbed,stabbed,stabbed,stabbed,stabbed,started the fight,talked to,thrown a cheeseburger at,#REF!
-,-,374,4,long.low,4,1,94,long,low,b,32,b,The jail keeper,forgot,which,prisoner,the,guard,in the cafeteria,had,attacked,with his left arm.,1,0.032258065,31,assaulted,assaulted,attacked,beaten,been watching,confined,dealt with earlier,escaped,fed,given food to,handcuffed,hit,hurt,identified,let go,mentioned,observed fighting,punished,punished,put in protection,restrained,restrained,saw steal food,served,stabbed,tackled,taken away,warned,wrestled with,written up,yelled at,#REF!
-,-,379,1,short.high,5,2,95,short,high,g,34,a,The sheriff,recalled,which,locals,the,gangsters,,had,robbed,for their money.,7,0.233333333,30,terrorized,killed,attacked,blackmailed,shot at,terrorized,mugged,robbed,robbed,threatened.,robbed,shot.,robbed,killed.,bothered,attacked,beat,slaughtered,targeted with their threats,killed,bribed,attacked,robbed,robbed,been arrested,robbed,ran off,seen,beaten,molested,#REF!,#REF!
-,-,380,2,short.low,5,1,95,short,low,b,34,b,The sheriff,recalled,which,gangsters,the,locals,,had,robbed,for their money.,0,0,30,caught,complained,feared,accused,beaten up,killed,supported,outed,feared,reported witnessing,ratted out,been scared of,witnessed,fingered,killed,reffered to.,summoned,arrested,been calling about,scared,seen,feared,been afraid of,reported,arrested,seen,seen,recognized,feared,been traumatized by,#REF!,#REF!
-,-,377,3,long.high,5,4,95,long,high,g,34,a,The sheriff,recalled,which,locals,the,gangsters,in the alleyway,had,robbed,for their money.,4,0.129032258,31,assaulted,assaulted,assaulted,attacked,attacked ,been killed,been targeting,called,harassed,harassed ,harrassed,harrassed,harrassed,jumped,killed,mugged,mugged ,robbed,robbed,robbed,robbed,seen,shot,shot,shot,shot at him,shot their guns,sold drugs to,targeted,terrorized,threatened,#REF!
-,-,378,4,long.low,5,3,95,long,low,b,34,b,The sheriff,recalled,which,gangsters,the,locals,in the alleyway,had,robbed,for their money.,0,0,31,accosted,annoyed,beaten,been afraid of,been arrested,been attacked by,been shot,chased,come across,cornered,cornered,encountered,fought with,identified,identified,identified,identified,intimidated,killed,killed,killed,met,overtaken,reported,run,run from,seen,shot,shot,shot,tried to fight,#REF!
#VALUE!,-,383,1,short.high,1,4,96,short,high,g,36,a,Tonia,explained,which,housewife,the,conman,,had,conned,over the phone.,6,0.2,30,cheated,conned,swindled,exploited,swindled,took sympathy on,tricked,deceived with his ploy,swindeled,fooled,married,swindled,conned,bribed,conned and swindled,duped,conned,deceived,swindled,seduced,fooled,swindled,cheated,fooled,been captured by,swindled,bilked,conned,conned,conned,#REF!,#REF!
#VALUE!,-,384,2,short.low,1,3,96,short,low,b,36,b,Tonia,explained,which,conman,the,housewife,,had,conned,over the phone.,1,0.033333333,30,given all of her money to,bedded,outsmarted,been swindled by,been married to,conned,kicked,outwitted,been swindled by,targeted,been duped by,been swindled by,seen,seen,killed,believed,hired,been swindled by,fallen prey to,been swindled by,killed,beaten,been married to,reported to the police.,been conned by,hired,dealt with,been scammed by,Met,been duped by,#REF!,#REF!
#VALUE!,-,381,3,long.high,1,2,96,long,high,g,36,a,Tonia,explained,which,housewife,the,conman,with the stutter,had,conned,over the phone.,11,0.35483871,31,cheated,conned,conned,conned,conned,conned,conned,conned,conned,conned,conned,conned,done,fooled,fooled,fooled ,killed,killed,lived with,robbed,robbed,seen,stolen from,stolen from,stolen from,swindled,talked to,tricked,tricked,tricked,tricked,#REF!
#VALUE!,-,382,4,long.low,1,1,96,long,low,b,36,b,Tonia,explained,which,conman,the,housewife,with the stutter,had,conned,over the phone.,0,0,31,arrested,assisted,avoided,bedded,been betrayed by,been cheated by,been conned by,been conned by,been fooled by,been pistol-whipped by,been victim of,believed,captured,caught,confronted,encountered,fallen for,fallen for,fallen for,fallen victim to,hit,hurt,killed,lost money to,outsmarted,pointed out,reported,spoken to,subdued,swindled,talked to,#REF!
#VALUE!,-,387,1,short.high,2,1,97,short,high,g,39,b,Anna,understood,which,soldier,the,doctor,,had,treated,for several injuries.,12,0.4,30,ampitated,cured,cured,cured,healed,healed,helped,helped,married,news for,operated on,saved,seen,seen,seen,seen,to help first,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,worked with before,0,0
#VALUE!,-,388,2,short.low,2,2,97,short,low,b,39,a,Anna,understood,which,doctor,the,soldier,,had,treated,for several injuries.,2,0.0625,32,asked for,been treated by,been treated by,bonded with,called,gone to,gone to,healed ,identified,killed,met that day,preferred,requested,requested,saved,saved,seen,seen,seen,seen,seen,seen about his arm,shot,treated by,treatment with,visited,visited,visited,visited,visited,visited ,went
#VALUE!,-,385,3,long.high,2,3,97,long,high,g,39,b,Anna,understood,which,soldier,the,doctor,in the barracks,had,treated,for several injuries.,14,0.451612903,31,abandoned,bandaged,been shot,cured,cured,healed,healed,helped,helped,helped,operated on,performed surgery on,saved,saved,saved,stitched up,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,typhoid,#REF!
#VALUE!,-,386,4,long.low,2,4,97,long,low,b,39,a,Anna,understood,which,doctor,the,soldier,in the barracks,had,treated,for several injuries.,0,0,31,been healed by,been saved by,been seen by,been treated by,been treated by,been treated by,conned,consulted,counted on,died,helped,helped,insulted,liked,liked the most,recommended,requested,saved,seen,seen,seen,seen,seen,seen,seen,seen,seen,shouted at,thanked,thanked,yelled at,#REF!
-,-,391,1,short.high,3,3,98,short,high,g,40,a,The newscaster,confirmed,which,fugitive,the,detective,,had,arrested,following the robbery.,4,0.125,32,apprehended ,apprehended ,aprehended,arrested,arrested,arrested,arrested,been looking for,captured,captured,caught,caught,caught,caught,caught,caught red handed,chased,described in the story,fought,found,located,looked for,lost,lost,questioned,questioned,returned to custody ,shot,sought,suspected,tracked,tracked
-,-,392,2,short.low,3,4,98,short,low,b,40,b,The newscaster,confirmed,which,detective,the,fugitive,,had,arrested,following the robbery.,0,0,30,attacked,avoided,been apprehended by,been arrested by,been caught by,caught,disliked,eluded,eluded,eluded,eluded,eluded,employed,escaped from,evaded,evaded,evaded,killed,killed,killed,killed,outsmarted,paid,run away from,shot,shot,spoken to,spoken with,stabbed,tripped,0,0
-,-,389,3,long.high,3,1,98,long,high,g,40,a,The newscaster,confirmed,which,fugitive,the,detective,with a gun,had,arrested,following the robbery.,2,0.064516129,31,arrested,arrested,captured,captured,captured,captured,fired,hunted,killed,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,#REF!
-,-,390,4,long.low,3,2,98,long,low,b,40,b,The newscaster,confirmed,which,detective,the,fugitive,with a gun,had,arrested,following the robbery.,0,0,31,argued with,been identified by,fired at,held hostage,held hostage,killed,killed,run from,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot at,taunted,#REF!
-,-,395,1,short.high,4,1,99,short,high,g,41,b,The opera composer,revealed,which,singer,the,pirate,,had,killed,with great finesse.,2,0.066666667,30,enjoyed,abducted,embraced,slept with,went ashore for,captured,imitated,masqueraded as,kidnapped,murdered,murdered,stolen music from,seized,emulated,married,killed.,sang for,killed,raped,kidnapped,robbed,chosen,fell in love with,offended,liked,been,adored ,heard,loved,been played by,#REF!,#REF!
-,-,396,2,short.low,4,2,99,short,low,b,41,a,The opera composer,revealed,which,pirate,the,singer,,had,killed,with great finesse.,0,0,30,an affair with,played,shot,imitated,imitated,secretly loved,portrayed,played,sang,agreed to be in his upcoming production.,mentioned,played.,portrayed,portrayed.,emulated,seduced,chosen,portrayed,once dated,impersonated,played,chosen,chosen to play,played,chosen,portrayed,lusted after,portrayed,married,sang to,#REF!,#REF!
-,-,393,3,long.high,4,4,99,long,high,g,41,b,The opera composer,revealed,which,singer,the,pirate,with blue eyes,had,killed,with great finesse.,3,0.096774194,31,admired,after the song,attacked,been played by,befriended ,dated,fixated on,hated,heard,heard,idolized,inspired ,kidnapped,kidnapped,killed,killed,killed,kissed,kissed,listened to,loved,loved,lusted after,married,married,raided,romanced,slept with,starred with,sung,the most effect,#REF!
-,-,394,4,long.low,4,3,99,long,low,b,41,a,The opera composer,revealed,which,pirate,the,singer,with blue eyes,had,killed,with great finesse.,0,0,31,been,channeled,dated,failed,fallen for,fallen for,fallen for,fallen for,fallen in love with,fallen in love with,found,glanced at,imitated,inspired,kissed,left with,loved,loved,loved,married,met,played,played,portrayed,seduced,seranaded,serenaded,sung to,sung to,to play,went on a date with,#REF!
-,-,399,1,short.high,5,4,100,short,high,g,42,a,The prison warden,guessed,which,jailer,the,inmate,,had,stabbed,in the face.,6,0.2,30,stabbed,accused,shanked,bitten,stabbed,beat,hated,beaten,attacked,stabbed,banged,befriended,stabbed,despised,cut,confided in,sex with,befriended,assaulted,hurt,beaten up by,abused,shanked,bribed.,shanked,stabbed,tricked,a friendship with,stabbed,shanked,#REF!,#REF!
-,-,400,2,short.low,5,3,100,short,low,b,42,b,The prison warden,guessed,which,inmate,the,jailer,,had,stabbed,in the face.,0,0,30,problems with,beaten,beaten,captured,beaten,picked on,punished,punished,fancied,beaten,been abusing,electrocuted,fed,beaten,been giving extra food to,bought out,blackmailed.,beaten,offended,beaten,sex with,released,abused,befriended.,mocked,been speaking about,hit,frisked,taken aside,fought with,#REF!,#REF!
-,-,397,3,long.high,5,1,100,long,high,g,42,a,The prison warden,guessed,which,jailer,the,inmate,at the facility,had,stabbed,in the face.,4,0.129032258,31,aligned with,assisted,attacked,attacked,beat,beaten,beaten,beaten,been assaulted by,been assigned to,been sentenced by,been shot,bribed,bribed,conversed with,deceived ,evaded,fought against,met,paid off,punched,punched,punched,punched,ran away,shanked,stabbed,stabbed,stabbed,stabbed,threatened,#REF!
-,-,398,4,long.low,5,2,100,long,low,b,42,b,The prison warden,guessed,which,inmate,the,jailer,at the facility,had,stabbed,in the face.,0,0,31,argued with,arrested,assaulted,beaten,beaten,beaten,beaten,beaten,beaten,beaten,escaped,fleed,frisked,had problems with,handcuffed,harassed,hassled,helped,hit,hurt,isolated,locked away,mentioned,put into solitary,released,restrained,restrained,searched,seen,stabbed,to move to solitary confinement,#REF!
-,-,403,1,short.high,1,2,101,short,high,g,45,a,The reporter,inquired,which,animals,the,groomer,,had,groomed,with a brush.,8,0.266666667,30,groomed,groomed,handled,groomed,cleaned,groomed ,bathed,shaved,brushed,groomed,brushed,taken care of,cleaned,bathed,bathed,bathed,groomed,attended to,worked on,cleaned,gussied up ,cleaned,groomed,groomed.,been groomed by,cleaned,cleaned,groomed,serviced,groomed,#REF!,#REF!
-,-,404,2,short.low,1,1,101,short,low,b,45,b,The reporter,inquired,which,groomer,the,animals,,had,groomed,with a brush.,1,0.033333333,30,been groomed by,stayed with,responded the best to,visited,seen,eaten,humped,visited,eaten,been to,a pleasant time with,been cleaned by,saved,been to,favored,been taken to,been to,liked,groomed,clawed,bitten,been taken to,seen,been seen by.,bitten,injured,been cleaned by yesterday,used,bitten,seen,#REF!,#REF!
-,-,401,3,long.high,1,3,101,long,high,g,45,a,The reporter,inquired,which,animals,the,groomer,at the zoo,had,groomed,with a brush.,10,0.322580645,31,bathed,bathed,bathed,bathed,bathed,bathed,cared for,cleaned,cleaned,cleaned,cleaned,given a bath,given baths to,groomed,groomed,groomed,groomed,groomed,groomed,groomed,groomed,groomed,groomed,killed,personal experience with,prepped,shaved,styled,taken care of,worked on,worked with,#REF!
-,-,402,4,long.low,1,4,101,long,low,b,45,b,The reporter,inquired,which,groomer,the,animals,at the zoo,had,groomed,with a brush.,0,0,31,attacked,attacked,attacked,attacked him,attention,been groomed by,been groomed by,been groomed by,been groomed by,been sent to,been taken to,been to,been washed by,done,eaten,enjoyed,frightened,hugged,killed,loved,mangled,mauled,met,refused to sit still for,scared,seen,seen,seen,trampled,visited,visited,#REF!
-,-,405,1,short.high,2,3,102,short,high,g,46,a,The ape researcher,identified,which,chimpanzee,the,poacher,,had,shot,from a distance.,3,0.1,30,took,used,attacked,skinned,shot at,killed,illegally killed,shot,shot,killed.,hurt,killed.,trapped,shot.,stolen,killed,killed,blown away,tried to capture,shot,killed,killed,captured,killed,killed,caught,struck,killed,caught,trapped,#REF!,#REF!
-,-,406,2,short.low,2,4,102,short,low,b,46,b,The ape researcher,identified,which,poacher,the,chimpanzee,,had,shot,from a distance.,0,0,30,attacked,fought,ambushed,attacked,pointed out,beaten,bitten,bitten,attacked,escaped,been caught by,attacked,eluded,eluded,attacked,been taken by.,maulled,run from,been scared of,chased,seen,mauled,been killed and skinned by,bit,fought,been taken from,trusted,punched,fallen to,been shot by,#REF!,#REF!
-,-,407,3,long.high,2,2,102,long,high,g,46,a,The ape researcher,identified,which,chimpanzee,the,poacher,in the jungle,had,shot,from a distance.,5,0.161290323,31,attacked,attacked,captured,captured,caught,eaten,killed,killed,killed,killed,killed,killed,killed,killed,killed,killed,killed,killed,killed,poached,poached,poached,shot,shot,shot,shot,shot,skinned,stolen,stolen,tried to kill,#REF!
-,-,408,4,long.low,2,1,102,long,low,b,46,b,The ape researcher,identified,which,poacher,the,chimpanzee,in the jungle,had,shot,from a distance.,0,0,31,assaulted,attacked,attacked,attacked,attacked,been killed by,been killed by,been killed by,been killed by,been poached by,been shot by,come from,encountered,escaped,escaped from,escaped from,jumped on,killed,killed,maimed,maimed,mangled,ran,ran away from,ran from,run away from,scratched,seen,tangled with,threw poo at,thrown excrement at,#REF!
-,-,411,1,short.high,3,2,103,short,high,g,48,a,The committee member,guessed,which,advisors,the,president,,had,consulted,during the meeting.,2,0.066666667,30,appointed,chosen,summoned,used,slept with,chosen,hired,spoken to,listened to,sworn to secrecy,selected,talked to,appointed,fired,added,selected.,invited,fired,dismissed,rejected,appointed,scolded,appointed,chosen,appointed,consulted,consulted ,trusted,fired,rejected,#REF!,#REF!
-,-,412,2,short.low,3,1,103,short,low,b,48,b,The committee member,guessed,which,president,the,advisors,,had,consulted,during the meeting.,0,0,30,tried to impeach,admired,slandered,supported,elected,voted for,spoken against,worked for,advised,enjoyed working with.,voted,referenced.,chosen,preferred.,liked,advised,chosen,chosen,wanted to run for re-election,advised,advised,preferred,voted for,chosen,chosen,supported,had lunch with,served,recommended,been talking to,#REF!,#REF!
-,-,409,3,long.high,3,4,103,long,high,g,48,a,The committee member,guessed,which,advisors,the,president,at the meeting,had,consulted,during the meeting.,4,0.129032258,31,appointed,approved,been advised by,brought,chosen,confronted,consulted,consulted,consulted,consulted,consulted with,coordinated with,fired,fired,fired,give advice,hired,interviewed,invited,listened to,listened to,met,met with,sat with,spoken,spoken with,stand on table,talked to,talked to,were dumb,worked with,#REF!
-,-,410,4,long.low,3,3,103,long,low,b,48,b,The committee member,guessed,which,president,the,advisors,at the meeting,had,consulted,during the meeting.,0,0,31,advised,agreed with,aided,appointed,asked to step down,chosen,chosen,disagreed with,discussed,elected,elected,elected,elected,elected,elected,greeted,insulted,met,met with,mocked,replaced,selected,spoke with,spoken with,spoken with,talked about,talked about,voted against,voted for,worked for,worked with,#REF!
-,-,415,1,short.high,4,4,104,short,high,g,50,b,The military man,knew,which,general,the,soldiers,,had,respected,after their tour.,3,0.1,30,complained about,followed,respected,loyalty to,followed,saluted,acknowledged,overthrown,rallied behind,referred to,respected,served under,followed,ignored,liked the best,dispised,respected,the most respect for,betrayed,admired,shot,in command,served under,disobeyed,spoken highly of,reported to,killed,followed,Served,the most respect for,#REF!,#REF!
-,-,416,2,short.low,4,3,104,short,low,b,50,a,The military man,knew,which,soldiers,the,general,,had,respected,after their tour.,0,0,30,in favor,favored,promoted,deployed,sent to battle,held in high esteem,promoted,assigned to the task,promoted,spoken to,reprobated,rewarded,beaten,favored,promoted from within,trained,selected,chosen,written off,jailed,demoted,promoted,saluted,met,congratulated,commanded,massed,liked,commended,decorated,#REF!,#REF!
-,-,413,3,long.high,4,2,104,long,high,g,50,b,The military man,knew,which,general,the,soldiers,on the field,had,respected,after their tour.,3,0.096774194,31,admired,commanding them,disobeyed,disobeyed,followed,followed,fought,hated,helped,loved,obeyed,obeyed,received orders from,received the order from,reported to,reported to,respect for,respect for,respected,respected,respected,respected most,saluted,saluted,sent there,served,served,served under,taken orders from,taken orders from,trusted,#REF!
-,-,414,4,long.low,4,1,104,long,low,b,50,a,The military man,knew,which,soldiers,the,general,on the field,had,respected,after their tour.,1,0.032258065,31,abused,assigned,battled,commanded,commanded,commanded,commanded,commanded ,commended,complimented,demoted,died,died,directed,favored,hated,instructed,killed,killed,lost,pointed out,promoted,referred to,regrouped,reprimanded,respected,sacrificed,selected,served with,trusted most,wounded,#REF!
-,-,419,1,short.high,5,1,105,short,high,g,52,a,The policeman,knew,which,suspect,the,detective,,had,arrested,earlier that day.,5,0.166666667,30,questioned about the robbery,questioned,arrested,investigated,arrested,followed,questioned,arrested,accosted,caught,arrested,identified,discovered,spoken,narrowed down,eliminted,protected,followed,arrested,spoken to,caught,suspected,collared,interrogated,bias towards,suspected of the crime,in mind,suspected,Left,singled out,#REF!,#REF!
-,-,420,2,short.low,5,2,105,short,low,b,52,b,The policeman,knew,which,detective,the,suspect,,had,arrested,earlier that day.,0,0,30,in mind,been questioned by,confessed to,feared,avoided detection by,dodged,feared,been investigating,been seen by last week,run from,fled,spoken to,robbed,suspected,tried to bribe to avoid being arrested,interrogated,escaped from,feared,spoken with,lied to,run away from,called,given his alibi to,lied to,been interviewed by,feared,fled,shot,baffled,murdered,#REF!,#REF!
-,-,417,3,long.high,5,3,105,long,high,g,52,a,The policeman,knew,which,suspect,the,detective,with a cap,had,arrested,earlier that day.,4,0.129032258,31,accused,apprehended,arrested,arrested,arrested,arrested,been searching for,caught,detained,found,interrogated,interrogated,interrogated,interviewed,interviewed,investigated ,killed,on,pursued,questioned,recalled,searched for,shot,shot,shot at,snitched,talked to,tazed,wanted,was on to,watched ,#REF!
-,-,418,4,long.low,5,4,105,long,low,b,52,b,The policeman,knew,which,detective,the,suspect,with a cap,had,arrested,earlier that day.,0,0,31,assaulted,assaulted,assaulted,avoided,been arrested by,been arrested by,been caught by,been followed by,confessed too,confronted,died,evaded,hit,hit,hit,interview him,killed,lied to,murdered,punched,seen,shot,shot,spoken to,spoken to,spotted,stabbed,stabbed,talked to,targeted,tricked,#REF!
-,-,423,1,short.high,1,3,106,short,high,g,53,b,The priest,knew,which,exorcist,the,demon,,had,possessed,during the night.,6,0.1875,32,accosted,assaulted,attacked,battled,challenged,cheered,consumed,corrupted,cursed,encountered,exorcise ,feared,fought with,killed,killed,left,not responded to ,posessed,possessed,possessed,possessed,possessed,possessed ,previously faced,resisted,responded to,scarred,taken,talked to,tormented ,used,visited
-,-,424,2,short.low,1,4,106,short,low,b,53,a,The priest,knew,which,demon,the,exorcist,,had,possessed,during the night.,0,0,30,banished,banished,castout,drawn out,drinks with after work,encountered,eradicated,exorcised,exorcised,exorcised,exorcised,exorcised,exorcized ,exorcized ,expelled,expelled,expelled,expelled,exposed,got rid of,gotten rid of,killed,received,removed,removed,removed,removed,seen,slain,summoned,0,0
-,-,421,3,long.high,1,1,106,long,high,g,53,b,The priest,knew,which,exorcist,the,demon,at the graveyard,had,possessed,during the night.,3,0.096774194,31,attacked,battled here,been eradicated by,been exorcized by,been killed by,bothered,called,consulted,eaten,exorcised,expelled,feared,feared,foresen,fought,frightened,haunted,haunted,haunted,haunted,haunted,possessed,possessed,possessed ,scared,scared,spoken to,succumbed to,tormented,tortured,worked,#REF!
-,-,422,4,long.low,1,2,106,long,low,b,53,a,The priest,knew,which,demon,the,exorcist,at the graveyard,had,possessed,during the night.,0,0,31,a friendship with,absolved,assissted,baptized,been praying for,blessed,blessed,blessed,blessed,blessed,blessed,chastised,fondled,given communion to,given money to,helped,lied to,married,meant,molested,molested,offended,prayed for,saved,slept with,spoken to,talked to,talked to,visited,worshipped,yelled at,#REF!
-,-,427,1,short.high,2,1,107,short,high,g,59,a,The four-year-old,knew,which,hero,the,dragon,,had,eaten,in the cave.,3,0.1,30,been defeated by,slain,breathed fire on,killed,eaten,slayed,eaten,slayed,eaten alive,slain,killed,captured,faced,been slayed by,been slayed by,been slain by,killed.,slayed,slain,slayed,been slain by,been slain by,killed,saved.,slain,defeated,slain,eaten,breathed fire onto,slain,#REF!,#REF!
-,-,428,2,short.low,2,2,107,short,low,b,59,b,The four-year-old,knew,which,dragon,the,hero,,had,eaten,in the cave.,0,0,30,slain,slain,slain,played with,slain,defeated,fought,slain,slayed,slain,slain,slayed,slain,slain,slayed,slayed,rebuked,conquered,slayed,slain,befriended,slain,fought,slayed.,slain,slain,slayed,slain,slain,slain,#REF!,#REF!
-,-,425,3,long.high,2,4,107,long,high,g,59,a,The four-year-old,knew,which,hero,the,dragon,in the story,had,eaten,in the cave.,3,0.096774194,31,attacked,been,been defeated by,been defeated by,been slain by,been slain by,been slayed by,befriended,burned,eaten,eaten,eaten,flew,fought,fought,helped,killed,killed,killed,killed,killed,killed,saved,saved,slain,slain,slain,slain,slain,slayed,trapped,#REF!
-,-,426,4,long.low,2,3,107,long,low,b,59,b,The four-year-old,knew,which,dragon,the,hero,in the story,had,eaten,in the cave.,0,0,31,been,been slaiin,defeated,foretold,killed,killed,killed,ridden,ridden on,saved,saved,slain,slain,slain,slain,slain,slain,slain,slain,slain,slain,slain,slain,slain,slain,slayed,slayed,slayed,slayed,slayed,slayed,#REF!
-,-,431,1,short.high,3,4,108,short,high,g,60,b,The security guard,investigated,which,loiterer,the,patrolman,,had,arrested,for being suspicious.,5,0.166666667,30,pointed out as a potential instigator,shot,warned,shooed away,warned,arrested,spotted,arrested,accosted,indicated,warned,spotted,stalked,spotted,an eye out for,harrassed,been,a word with,arrested,seen,witnessed,excused,picked up,told to move along,complained about,surveyed ,spoken to,arrested,Arrested,complained about,#REF!,#REF!
-,-,432,2,short.low,3,3,108,short,low,b,60,a,The security guard,investigated,which,patrolman,the,loiterer,,had,arrested,for being suspicious.,1,0.033333333,30,encountered,encountered,accused of misconduct,arrested,punched,talked about,disliked,approached at the mall,argued with on Saturday,yelled at,evaded,been realeased by,evaded,pissed off,apprehended,investigated,listened to,ignored,testified against,outfoxed,identified,ignored,been arrested by,fooled,been detained by,spoken to,evaded,harassed,evaded,angered,#REF!,#REF!
-,-,429,3,long.high,3,1,108,long,high,g,60,a,The security guard,investigated,which,loiterer,the,patrolman,in the building,had,arrested,for being suspicious.,9,0.290322581,31,accused,angered,assaulted,attacked,avoided,avoided,avoided,avoided,avoided,back talked,been,been caught by,been caught by,been scolded by,bribed,cheated,encountered,flipped off,harrassed,hit,hit with eggs,kicked in the shin,killed,paid off,ran from,run in to while on duty,shot,shot,struck,thrown a pop at,thrown trash at,#REF!
